l,"""Cl2 + Propene --> AllylCl + HCl"" rate","""Cl2 + Propene --> 12-ClC3"" rate",HCl,Propene,Cl2,AllylCl,12-ClC3,FLMOL,T
6.099999999999914,0.0008236611324936774,0.0006283223837339829,0.023468294501403152,0.7667366767132938,0.1373515903573823,0.023468294501403152,0.0489751439265175,0.5977421260853489,602.6361677164165
6.109999999999914,0.0008262526937855052,0.0006278009641204402,0.023567752472151985,0.7666216423120445,0.1371898266646319,0.023567752472151985,0.04905302607901945,0.597697749450171,602.8894854786812
6.119999999999914,0.000828848250003914,0.0006272772869377057,0.023667530729200796,0.7665062983072489,0.1370277854165954,0.023667530729200796,0.04913085481775406,0.5976534098315518,603.1429685897066
6.129999999999914,0.0008314477731467656,0.0006267513499155536,0.02376762978815841,0.766390644244658,0.13686546634310476,0.02376762978815841,0.04920862983592034,0.5976091073892301,603.3966169613985
6.1399999999999135,0.0008340512348458168,0.000626223150810147,0.02386805016119801,0.7662746796735457,0.13670286917777374,0.02386805016119801,0.04928635082628468,0.5975648422831029,603.6504305013874
6.149999999999913,0.000836658606364476,0.0006256926874043533,0.023968792357011038,0.7661584041467527,0.13653999365804112,0.023968792357011038,0.049364017481184165,0.5975206146732246,603.9044091129899
6.159999999999913,0.0008392698585955195,0.0006251599575080531,0.02406985688076083,0.7660418172207337,0.13637683952521462,0.02406985688076083,0.04944162949253006,0.5974764247198034,604.158552695171
6.169999999999913,0.0008418849620588379,0.0006246249589584542,0.024171244234035962,0.7659249184556024,0.1362134065245146,0.024171244234035962,0.049519186551811235,0.5974322725832014,604.4128611425059
6.179999999999913,0.0008445038868991695,0.0006240876896204086,0.02427295491480329,0.7658077074151777,0.1360496944051181,0.02427295491480329,0.049596688350097715,0.597388158423931,604.6673343451414
6.1899999999999125,0.00084712660288384,0.0006235481473867272,0.024374989417360743,0.7656901836670308,0.13588570292020338,0.024374989417360743,0.04967413457804424,0.5973440824026538,604.9219721887578
6.199999999999912,0.0008497530794005068,0.0006230063301785004,0.024477348232289798,0.7655723467825319,0.13572143182699462,0.024477348232289798,0.049751524925893895,0.5973000446801782,605.1767745545297
6.209999999999912,0.0008523832854549022,0.0006224622359454177,0.024580031846407658,0.7654541963368967,0.1355568808868065,0.024580031846407658,0.04982885908348172,0.5972560454174576,605.4317413190876
6.219999999999912,0.0008550171896685746,0.0006219158626660902,0.024683040742719178,0.7653357319092335,0.13539204986508957,0.024683040742719178,0.049906136740238395,0.5972120847755885,605.6868723544783
6.229999999999912,0.0008576547602766488,0.0006213672083483728,0.02478637540036854,0.7652169530825932,0.13522693853147566,0.02478637540036854,0.049983357585194114,0.5971681629158075,605.9421675281262
6.239999999999911,0.0008602959651255744,0.0006208162710296931,0.02489003629459051,0.7650978594440138,0.13506154665982323,0.02489003629459051,0.05006052130698221,0.5971242799994908,606.1976267027939
6.249999999999911,0.0008629407716708824,0.0006202630487773739,0.02499402389666155,0.7649784505845704,0.13489587402826342,0.02499402389666155,0.050137627593843076,0.597080436188151,606.4532497365423
6.259999999999911,0.0008655891469749486,0.000619707539688965,0.02509833867385063,0.7648587260994243,0.13472992041924634,0.02509833867385063,0.05021467613362808,0.5970366316434347,606.7090364826914
6.269999999999911,0.000868241057704764,0.0006191497418925736,0.025202981089369646,0.7647386855878703,0.13456368561958706,0.025202981089369646,0.05029166661380341,0.5969928665271211,606.9649867897805
6.2799999999999105,0.0008708964701296963,0.0006185896535471936,0.02530795160232369,0.7646183286533861,0.13439716942051244,0.02530795160232369,0.05036859872145415,0.5969491410011198,607.2211005015275
6.28999999999991,0.0008735553501192767,0.0006180272728430427,0.025413250667660946,0.7644976549036819,0.13423037161770793,0.025413250667660946,0.050445472143288185,0.596905455227468,607.4773774567899
6.29999999999991,0.0008762176631409722,0.0006174625980018934,0.02551887873612238,0.7643766639507501,0.1340632920113647,0.02551887873612238,0.05052228656564042,0.5968618093683286,607.7338174895234
6.30999999999991,0.0008788833742579816,0.0006168956272774134,0.025624836254191076,0.764255355410914,0.1338959304062269,0.025624836254191076,0.050599041674476784,0.5968182035859881,607.9904204287425
6.31999999999991,0.0008815524481270225,0.000616326358955502,0.025731123664041348,0.7641337289048796,0.13372828661163932,0.025731123664041348,0.050675737155398436,0.596774638042854,608.247186098479
6.3299999999999095,0.0008842248489961349,0.0006157547913546312,0.02583774140348753,0.7640117840577839,0.1335603604415951,0.02583774140348753,0.05075237269364599,0.5967311129014531,608.5041143177419
6.339999999999909,0.0008869005407024861,0.0006151809228261846,0.025944689905932544,0.7638895204992473,0.13339215171478386,0.025944689905932544,0.05082894797410378,0.596687628324428,608.7612049004764
6.349999999999909,0.000889579486670187,0.0006146047517548029,0.026051969600316145,0.7637669378634238,0.13322366025463997,0.026051969600316145,0.050905462681304164,0.596644184474536,609.0184576555228
